lh_or_rh,height,pitchtype,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1,182.0,0.0,0.318,0.000,0.000,0.333,0.5,0.286,0.000,0.000,1.000,0.75,0.2,0.294,0.000,0.200,0.833,0.667,1.000,0.250,0.5,1.000,0.667,0.667,0.4,0.5,0.75
1,182.0,1.0,0.750,0.667,0.286,1.000,0.5,0.333,0.467,0.464,0.278,0.750,0.000,0.278,0.357,0.286,0.750,0.750,0.375,0.467,0.400,0.800,0.667,0.500,0.333,0.500,0.750
1,182.0,2.0,0.318,0.5,0.500,0.333,0.000,0.286,0.341,1.000,0.346,0.75,0.2,0.294,1.000,0.269,0.833,0.667,0.333,0.000,0.5,0.778,0.667,0.667,0.000,0.5,0.75
1,182.0,3.0,0.000,0.000,0.000,0.000,0.5,0.286,0.341,0.500,1.000,0.75,0.2,0.333,0.292,0.000,1.000,0.667,0.333,1.000,0.5,1.000,0.667,0.667,0.4,0.5,0.75
1,182.0,4.0,0.091,0.500,0.083,0.333,1.000,0.333,0.308,0.333,1.000,0.75,0.333,0.375,0.000,0.000,0.833,0.667,0.286,0.000,1.000,0.000,0.667,1.000,0.4,0.500,1.000
1,182.0,5.0,0.000,1.000,0.000,0.333,0.5,0.286,0.250,0.600,0.346,0.75,0.2,0.000,0.000,1.000,0.833,0.667,0.000,1.000,0.5,0.778,0.667,0.667,1.000,0.5,1.000
1,182.0,6.0,0.750,0.500,0.000,0.000,0.5,0.000,0.250,0.000,0.000,0.75,0.2,0.333,0.333,1.000,0.833,0.667,0.333,0.000,0.5,0.778,0.667,0.667,0.4,0.5,0.500
1,182.0,0.0,0.429,0.481,0.000,0.1,1.0,0.296,0.500,1.000,1.000,0.0,0.000,0.306,0.484,1.000,1.0,0.455,0.000,0.000,0.250,1.000,0.889,1.000,1.000,0.111,0.8
1,182.0,1.0,1.000,0.833,0.833,0.333,1.000,0.333,0.286,0.182,0.375,0.0,0.158,0.429,0.526,0.357,1.000,0.556,0.125,0.600,0.375,0.500,1.000,0.333,0.200,0.200,0.800
1,182.0,2.0,0.429,0.481,0.333,0.1,1.0,0.333,1.000,1.000,0.5,0.000,0.000,0.500,1.000,0.000,1.000,0.455,0.000,0.529,0.276,0.667,0.889,0.375,0.25,0.000,0.8
1,182.0,3.0,0.333,0.250,0.250,0.000,1.0,0.167,0.250,0.143,1.000,0.0,0.000,0.250,0.250,0.500,1.0,0.455,0.000,0.667,0.000,1.000,0.889,0.375,0.25,0.111,0.8
1,182.0,4.0,0.333,0.571,0.000,0.1,1.0,0.250,0.500,0.750,0.667,0.0,0.600,0.375,0.600,0.667,1.000,0.000,0.200,0.400,0.000,0.667,0.667,0.375,0.000,0.111,0.8
1,182.0,5.0,0.429,0.400,0.000,0.000,1.0,0.500,0.200,0.333,0.000,0.000,0.250,0.000,0.484,0.500,1.0,0.455,0.500,0.529,0.000,0.667,0.889,0.375,0.25,0.111,0.8
1,182.0,6.0,0.500,0.481,0.000,0.000,1.0,1.000,0.333,0.750,1.000,0.0,0.212,0.000,0.000,0.000,1.0,0.455,0.000,1.000,0.500,0.667,0.889,0.000,0.25,0.000,0.8
1,180.0,0.0,0.353,0.567,0.278,0.375,1.000,0.000,1.000,0.375,1.000,0.333,0.389,0.500,0.000,1.000,0.000,0.625,0.667,0.000,0.000,0.5,0.714,1.000,0.875,0.2,1.000
1,180.0,1.0,1.000,1.000,0.333,1.000,1.000,0.600,0.500,0.333,0.375,0.333,0.556,0.308,0.524,0.385,0.444,0.857,0.636,0.357,0.267,0.467,0.000,0.250,0.800,0.250,1.000
1,180.0,2.0,1.000,0.000,0.278,0.375,0.8,0.273,0.000,0.667,0.333,0.333,0.000,0.000,0.000,1.000,0.455,1.000,0.538,0.000,0.500,0.5,0.714,0.333,0.875,0.2,1.0
1,180.0,3.0,0.353,0.000,0.000,0.000,1.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.286,0.000,0.455,0.500,0.000,0.250,0.667,0.5,0.714,0.333,0.875,0.2,1.0
1,180.0,4.0,0.250,0.778,0.333,0.000,0.8,0.000,0.538,0.300,0.500,0.500,0.000,0.200,0.286,0.200,0.455,0.000,0.800,0.400,0.000,0.5,0.714,0.000,1.000,0.2,1.000
1,180.0,5.0,0.000,0.400,0.375,0.375,0.000,0.000,0.429,1.000,0.000,0.333,1.000,1.000,0.000,0.250,0.455,0.625,0.333,1.000,0.292,0.5,1.000,0.333,1.000,0.000,1.0
1,180.0,6.0,0.000,0.455,0.000,0.000,0.8,0.250,0.750,0.250,0.000,0.333,0.389,0.333,0.000,0.000,0.455,0.500,0.000,0.000,0.000,1.000,0.000,0.333,0.875,0.2,1.000
1,180.0,0.0,1.000,0.227,0.344,0.286,1.000,0.192,1.000,0.000,1.000,0.5,0.000,0.000,0.000,1.000,0.5,0.2,1.000,1.000,0.25,0.6,0.714,0.000,0.438,0.5,0.571
1,180.0,1.0,1.000,0.667,0.600,0.500,0.000,0.222,0.524,0.389,0.333,0.500,0.333,0.462,0.409,0.300,1.000,0.250,0.556,0.389,0.154,1.000,0.750,1.000,0.429,0.400,0.500
1,180.0,2.0,0.348,0.227,0.344,0.286,0.5,0.192,0.250,1.000,0.000,0.5,1.000,0.333,1.000,0.25,0.5,0.2,0.375,0.406,0.25,0.6,0.714,0.429,0.438,0.5,0.571
1,180.0,3.0,0.250,0.000,0.222,0.000,1.000,0.000,0.333,0.571,1.000,1.000,0.000,0.000,0.167,0.167,0.5,0.2,0.000,0.406,0.000,0.000,0.714,0.500,0.438,1.000,1.000
1,180.0,4.0,0.273,0.333,0.667,0.500,0.000,0.222,0.188,0.200,0.500,0.000,0.000,0.333,0.357,0.167,0.5,0.2,0.000,0.200,0.556,0.6,0.714,0.000,0.500,0.5,0.571
1,180.0,5.0,0.333,0.000,0.000,0.000,0.5,0.333,0.333,0.714,0.5,0.5,0.667,0.250,1.000,0.25,0.5,0.000,0.000,0.667,0.000,1.000,0.000,0.429,0.438,0.5,0.571
1,180.0,6.0,0.333,0.000,0.200,0.000,0.5,0.000,0.333,0.400,0.500,0.5,0.348,0.500,1.000,0.000,0.000,0.2,0.375,0.000,0.000,0.000,0.714,0.429,0.438,0.5,0.571
1,181.0,0.0,0.286,0.417,1.000,0.429,1.0,0.000,0.250,0.167,0.500,0.000,0.000,0.500,0.000,1.000,0.5,0.000,0.222,0.000,0.500,1.000,0.75,0.0,0.000,0.667,0.500
1,181.0,1.0,1.000,0.500,0.500,1.000,1.000,0.429,0.000,0.273,0.286,1.000,0.667,0.111,0.286,0.375,0.500,0.000,0.167,0.000,0.250,0.000,0.667,0.000,1.000,0.800,1.000
1,181.0,3.0,0.286,0.000,0.000,0.429,1.000,0.333,0.500,0.192,0.000,0.667,0.5,0.000,0.000,0.364,0.500,0.0,0.222,0.000,0.353,0.333,0.75,0.0,0.25,0.778,0.75
1,181.0,4.0,0.000,0.500,1.000,0.333,1.0,0.333,0.143,0.000,0.000,1.000,0.5,0.250,0.500,0.000,1.000,0.0,0.000,0.000,0.250,0.333,1.000,0.0,0.000,1.000,0.75
1,181.0,5.0,1.000,0.500,0.000,0.000,1.0,0.333,0.12,0.000,0.222,0.667,0.5,0.000,0.333,0.364,0.5,0.0,0.222,0.0,1.000,0.333,0.75,0.0,0.25,0.778,0.75
1,181.0,6.0,0.000,0.417,0.375,0.000,1.0,0.000,0.000,0.192,0.000,0.667,0.000,0.000,1.000,0.364,0.5,0.0,1.000,0.0,0.353,0.333,0.75,0.0,0.25,0.778,0.75
1,181.0,0.0,0.563,1.000,0.000,0.6,1.0,0.333,0.000,0.286,0.000,1.000,0.500,0.000,0.500,0.400,0.25,1.000,0.000,0.000,0.333,1.000,0.75,0.0,0.500,0.667,1.000
1,181.0,1.0,0.714,1.000,0.714,0.750,1.000,0.143,0.231,0.474,0.545,0.500,0.500,0.158,0.222,0.350,0.000,0.500,0.217,0.222,0.000,0.600,0.667,0.000,0.750,1.000,1.000
1,181.0,2.0,0.563,0.5,0.571,1.000,1.0,0.000,0.000,0.000,1.000,0.6,0.25,0.216,0.500,0.313,0.25,1.000,0.000,0.000,1.000,0.714,0.75,0.0,0.667,0.889,0.909
1,181.0,3.0,0.563,0.250,0.000,0.000,1.0,0.750,0.250,0.400,0.000,0.6,0.25,0.000,0.333,0.000,0.25,0.625,0.000,0.000,0.000,0.714,0.75,0.0,0.667,1.000,0.909
1,181.0,4.0,0.600,0.250,1.000,0.000,1.000,0.500,0.091,0.600,0.500,1.000,0.000,0.800,0.667,0.000,0.000,0.500,0.250,0.500,0.500,0.714,0.75,0.000,0.667,1.000,0.500
1,181.0,5.0,0.333,0.000,0.500,1.000,1.0,0.333,0.833,0.167,0.000,0.000,0.000,0.200,0.000,0.000,0.25,0.750,0.2,0.207,0.500,0.714,1.000,0.0,0.667,0.889,0.909
1,181.0,6.0,0.000,0.667,0.571,0.500,1.0,0.000,0.250,0.333,0.000,0.6,0.25,0.000,0.000,1.000,0.25,0.625,0.2,0.333,0.667,0.714,0.75,0.000,0.667,0.889,1.000
1,181.0,0.0,0.357,1.000,1.000,0.000,1.000,0.500,0.000,0.333,0.000,0.4,0.304,0.667,0.333,0.667,0.667,0.467,0.333,0.111,0.000,0.333,1.0,0.286,0.500,0.833,1.0
1,181.0,1.0,0.333,0.500,0.750,1.000,0.5,0.500,0.294,0.316,0.267,0.250,0.222,0.304,0.548,0.500,0.600,0.375,0.214,0.200,0.188,0.500,1.000,0.333,0.833,1.000,1.000
1,181.0,2.0,0.000,0.500,0.409,0.538,0.000,0.455,0.000,1.000,1.000,0.4,0.000,0.000,0.500,0.459,0.7,0.333,1.000,0.111,0.000,0.333,1.0,0.286,0.8,0.833,1.0
1,181.0,3.0,0.500,0.000,0.000,0.000,1.000,0.000,0.200,0.286,0.600,0.4,0.250,0.000,0.250,0.459,0.7,1.000,1.000,0.000,0.000,0.333,1.0,0.286,1.000,1.000,1.0
1,181.0,4.0,0.000,0.250,0.333,0.750,0.5,0.571,0.000,0.250,1.000,1.000,0.444,0.333,0.667,0.222,1.000,0.467,0.000,0.000,0.667,0.000,1.0,0.000,0.8,0.833,1.0
1,181.0,5.0,0.500,1.000,0.333,0.500,0.5,0.455,0.250,0.250,0.000,0.4,0.304,1.000,0.000,1.000,0.7,1.000,0.250,0.000,1.000,0.333,1.0,0.286,0.8,0.833,1.0
1,181.0,6.0,0.000,0.000,0.500,0.000,0.5,0.000,0.400,0.333,0.375,0.4,0.304,1.000,0.471,0.500,0.7,0.000,0.500,0.000,0.000,0.333,1.0,0.286,1.000,1.000,1.0
1,181.0,0.0,0.5,1.000,0.3,0.2,1.0,0.000,0.375,0.386,0.083,0.4,0.333,0.000,0.000,0.000,0.556,0.0,0.500,0.32,0.000,1.000,0.5,0.2,0.429,0.667,1.000
1,181.0,1.0,1.000,0.500,1.000,0.333,1.000,0.375,0.429,0.333,0.000,0.333,0.333,0.286,0.308,0.385,0.571,0.000,0.250,0.333,0.400,0.333,0.000,0.333,0.333,0.667,1.000
1,181.0,2.0,0.5,0.308,1.000,0.2,1.0,0.308,1.000,0.386,1.000,0.4,0.333,0.000,0.4,0.000,0.556,0.0,0.333,0.000,0.000,1.000,0.5,0.2,0.429,0.667,1.000
1,181.0,3.0,0.000,0.308,0.3,0.2,1.0,1.000,0.000,0.750,0.083,0.4,0.333,0.500,1.000,0.292,0.556,0.0,0.000,0.000,0.000,0.667,0.5,0.000,0.429,0.667,1.0
1,181.0,4.0,0.600,0.000,0.333,0.2,1.000,0.000,0.333,0.444,0.000,0.4,0.500,0.250,0.333,0.500,0.556,0.000,0.333,0.000,0.000,1.000,0.5,0.000,1.000,0.667,1.0
1,181.0,5.0,0.000,0.333,0.000,0.000,1.0,0.308,0.500,0.375,0.083,1.000,0.500,0.333,0.500,1.000,0.556,0.0,0.667,0.500,0.267,0.667,0.5,0.2,0.429,0.667,1.000
1,181.0,6.0,0.5,0.000,0.000,0.000,1.0,0.308,0.000,0.000,0.000,0.4,0.000,1.000,0.4,0.000,1.000,0.0,0.000,1.000,0.000,0.667,0.5,0.2,0.429,0.667,1.0
1,181.0,0.0,0.769,0.6,0.444,0.667,0.667,0.500,0.000,0.000,0.524,0.75,0.25,0.000,0.000,0.000,0.667,0.7,0.256,0.000,1.000,1.000,1.0,0.667,0.667,0.375,0.875
1,181.0,1.0,1.000,0.800,1.000,0.667,0.667,0.667,0.389,0.452,0.462,0.667,0.250,0.286,0.500,0.320,0.600,0.714,0.300,0.355,0.238,1.000,1.000,0.714,0.500,0.400,0.875
1,181.0,2.0,1.000,0.6,0.444,1.000,0.667,0.429,0.000,0.000,0.524,0.75,0.25,0.000,0.500,0.000,0.667,0.7,0.000,0.000,0.000,1.0,1.0,0.667,0.667,0.375,0.875
1,181.0,3.0,0.500,1.000,0.000,0.667,0.667,0.429,0.500,0.333,0.667,0.75,0.500,0.400,0.000,0.333,1.000,1.000,0.500,0.250,0.000,1.0,1.0,0.667,1.000,0.500,0.875
1,181.0,4.0,0.800,0.167,0.000,0.667,0.667,0.000,0.333,0.222,0.600,1.000,0.000,0.444,0.333,0.000,0.667,0.500,0.143,0.286,0.000,1.0,1.000,1.000,1.000,0.000,0.875
1,181.0,5.0,0.000,1.000,0.333,1.000,0.667,0.333,0.000,0.000,0.524,0.75,0.333,0.500,0.333,0.000,0.667,0.7,0.000,0.304,0.000,1.0,1.0,0.000,0.667,0.375,0.875
1,181.0,6.0,0.769,0.6,0.500,0.000,0.667,0.429,0.500,1.000,0.524,0.75,0.000,0.500,0.387,1.000,0.667,0.7,0.000,0.304,0.214,1.0,1.0,0.667,0.667,0.375,0.875
1,181.0,0.0,0.714,0.231,0.478,0.75,1.0,0.545,0.214,0.207,0.500,0.333,0.000,0.333,0.500,0.500,1.000,0.25,1.000,0.000,0.333,1.0,0.466,0.000,1.000,0.6,1.0
1,181.0,1.0,1.000,0.000,0.600,1.000,1.0,0.667,0.200,0.250,0.188,1.000,0.250,0.200,0.333,0.250,0.600,0.333,0.133,0.273,0.368,1.000,0.466,0.667,0.667,0.625,1.000
1,181.0,2.0,0.714,0.667,1.000,0.75,1.0,0.500,0.000,0.207,0.292,0.333,0.333,0.000,0.500,0.000,0.571,0.25,0.19,0.222,0.296,1.0,0.466,0.4,0.692,0.6,1.0
1,181.0,3.0,0.500,0.000,0.250,0.75,1.0,0.500,0.667,0.143,0.000,0.333,0.500,0.200,0.000,0.500,0.571,0.000,0.000,0.333,0.000,1.0,0.466,0.4,0.500,0.6,1.000
1,181.0,4.0,0.667,0.250,0.600,1.000,1.000,0.500,0.000,0.286,1.000,0.000,0.500,0.400,0.500,0.200,0.571,0.25,0.500,0.250,0.296,1.0,0.466,0.4,0.692,0.6,1.000
1,181.0,5.0,0.000,0.000,0.000,0.000,1.0,1.000,0.250,0.000,0.292,0.333,0.000,0.667,0.667,0.000,0.000,0.000,0.000,0.000,0.000,1.0,0.466,0.000,1.000,0.000,1.000
1,181.0,6.0,1.000,0.000,0.000,0.75,1.0,0.000,0.250,0.000,0.000,0.333,0.333,0.000,0.000,0.25,0.571,0.25,0.19,0.000,0.000,1.0,0.466,0.4,0.692,1.000,1.000
1,185.0,0.0,0.25,0.5,0.538,0.75,0.875,1.000,0.500,0.000,0.412,0.0,0.467,0.439,0.333,0.364,0.75,0.75,0.000,0.000,0.467,0.5,1.0,0.3,1.000,0.714,1.0
1,185.0,1.0,0.25,1.000,1.000,1.000,1.000,0.375,0.364,0.400,0.278,0.000,0.571,0.389,0.300,0.429,0.714,1.000,0.588,0.346,0.400,0.333,1.0,0.500,0.000,0.600,1.000
1,185.0,2.0,0.25,0.000,0.538,0.75,0.875,0.429,1.000,1.000,0.412,0.0,0.467,0.000,0.333,0.364,0.75,0.75,0.438,1.000,0.467,0.5,1.0,0.000,0.333,0.714,1.0
1,185.0,3.0,0.500,0.500,0.538,0.75,0.875,0.000,0.500,0.167,1.000,0.000,0.333,0.333,0.000,0.000,0.75,0.75,0.400,0.000,0.467,1.000,1.0,0.000,0.500,0.714,1.0
1,185.0,4.0,0.200,0.500,0.600,0.750,1.000,0.444,0.308,0.227,0.500,0.0,0.333,0.333,0.333,0.333,1.000,0.000,0.000,0.143,0.500,0.000,1.0,0.000,0.333,1.000,1.0
1,185.0,5.0,0.000,0.000,0.333,1.000,1.000,0.429,0.000,0.500,0.500,0.0,0.500,1.000,0.667,0.000,0.75,0.75,0.500,0.000,1.000,0.5,1.0,0.3,1.000,1.000,1.0
1,185.0,6.0,0.25,0.5,0.500,0.000,0.667,1.000,0.000,1.000,0.000,0.0,0.467,1.000,0.333,0.364,0.75,0.75,0.438,1.000,0.467,0.5,1.0,1.000,0.333,0.714,1.0
1,183.0,0.0,1.000,0.000,0.24,0.000,1.000,0.333,0.500,0.667,0.000,0.500,0.429,0.000,0.000,0.333,0.500,0.000,0.000,1.000,0.261,0.000,1.000,0.000,0.000,0.000,0.5
1,183.0,1.0,0.750,0.750,0.250,1.000,0.333,0.333,0.214,0.278,0.111,0.667,0.667,0.429,0.357,0.217,0.667,1.000,0.400,0.250,0.286,0.333,1.0,0.000,0.857,0.375,0.500
1,183.0,2.0,0.444,0.231,1.000,0.25,0.333,0.000,0.25,1.000,0.500,0.7,0.429,1.000,0.000,0.239,0.545,0.333,0.000,0.000,0.261,0.273,1.0,0.091,0.000,0.333,0.5
1,183.0,3.0,0.400,0.000,0.000,1.000,1.000,1.000,0.333,0.500,0.000,1.000,0.500,0.400,0.000,0.250,0.000,0.000,1.000,0.000,0.000,0.273,1.0,0.091,0.545,0.333,0.5
1,183.0,4.0,0.167,0.154,0.222,0.000,0.000,0.167,0.200,0.545,0.167,1.000,0.500,0.222,0.308,0.222,0.545,0.000,0.000,0.400,0.333,0.500,1.000,0.500,0.000,0.333,0.000
1,183.0,5.0,1.000,0.000,0.000,0.25,0.333,0.000,0.000,0.286,0.000,0.7,0.000,0.200,0.200,0.167,0.500,0.000,0.000,0.000,0.261,0.273,1.0,0.000,0.545,0.333,0.5
1,183.0,6.0,0.000,1.000,0.333,0.25,0.000,0.667,1.000,1.000,0.333,0.7,1.000,0.400,1.000,1.000,0.545,0.333,0.25,0.000,0.000,0.000,1.0,0.091,0.545,0.333,1.000
1,183.0,0.0,0.364,1.000,0.000,0.4,0.667,0.235,0.000,0.250,0.000,0.500,0.000,0.000,0.667,1.000,1.000,0.6,0.176,0.391,1.000,0.000,0.667,0.0,0.5,0.75,0.5
1,183.0,1.0,0.800,0.600,0.600,1.000,1.000,0.250,0.263,0.278,0.500,0.500,0.571,0.389,0.316,0.318,0.375,0.800,0.400,0.438,0.533,0.143,0.333,0.000,0.500,0.750,0.500
1,183.0,2.0,0.364,0.391,0.4,0.4,0.667,0.235,1.000,0.500,1.000,0.5,0.348,0.308,1.000,0.000,0.333,0.6,0.176,0.391,1.000,0.000,0.667,0.0,0.5,0.75,0.5
1,183.0,3.0,0.400,0.500,0.000,0.4,0.667,0.000,0.143,0.333,0.000,0.5,0.000,0.308,0.800,0.500,0.333,0.6,0.000,0.391,0.000,0.500,1.000,0.0,0.5,0.75,0.5
1,183.0,4.0,0.222,0.200,0.333,0.000,0.000,0.429,0.300,0.385,0.750,1.000,0.400,0.100,0.455,0.250,0.333,0.000,0.000,0.333,0.167,1.000,0.667,0.0,0.5,0.75,0.5
1,183.0,5.0,0.000,0.333,0.500,0.500,0.667,0.000,0.000,0.000,0.500,0.5,0.500,0.250,0.250,0.250,0.000,1.000,0.500,0.391,0.44,0.25,1.000,0.0,0.5,0.75,0.5
1,183.0,6.0,0.000,0.250,0.000,0.4,0.667,0.235,0.500,0.400,0.000,0.000,0.000,0.500,0.500,0.000,0.000,1.000,0.000,0.000,0.000,0.25,1.000,0.0,0.5,0.75,0.5
1,183.0,0.0,0.4,0.000,0.263,0.2,0.6,0.333,0.250,0.667,0.400,0.727,1.000,0.26,0.500,0.250,0.500,1.000,0.28,0.000,0.167,0.000,1.0,0.000,0.000,0.333,0.000
1,183.0,1.0,0.833,0.800,1.000,0.2,1.000,0.500,0.636,0.273,0.462,0.750,0.143,0.350,0.304,0.214,0.000,0.667,0.500,0.250,0.154,0.333,1.000,0.000,0.417,0.273,0.800
1,183.0,3.0,0.000,0.333,0.333,0.000,1.000,0.000,0.250,0.250,0.000,0.727,0.000,0.111,0.444,0.333,0.500,0.500,0.000,0.000,0.15,0.333,1.0,0.286,0.375,0.333,1.000
1,183.0,4.0,0.429,0.167,0.286,0.000,0.500,0.250,0.300,0.167,0.333,0.727,0.143,0.417,0.286,0.333,0.000,0.000,0.100,0.667,0.000,0.333,1.0,0.500,0.500,0.333,0.778
1,183.0,5.0,0.167,0.400,0.000,0.500,0.000,0.500,0.333,0.200,0.000,0.000,0.250,0.000,0.333,0.250,0.214,0.5,0.28,0.000,0.15,0.333,1.0,0.750,0.375,0.333,0.778
1,183.0,6.0,0.000,0.000,0.000,0.500,0.6,0.385,0.167,0.750,0.000,1.000,0.500,0.000,0.000,0.219,0.214,0.000,0.000,0.000,0.15,0.000,1.0,0.286,0.375,1.000,1.000
1,183.0,0.0,0.385,0.278,0.500,0.000,1.000,0.000,0.000,0.400,0.667,0.500,0.500,0.000,0.000,0.600,0.333,0.000,0.000,0.333,0.286,0.500,0.667,0.529,0.000,0.000,0.000
1,183.0,1.0,0.500,0.000,0.667,0.500,1.000,0.444,0.318,0.400,0.357,0.800,0.400,0.579,0.292,0.263,0.143,0.222,0.429,0.444,0.143,0.143,0.667,0.500,0.550,0.333,0.500
1,183.0,2.0,1.000,0.278,0.353,0.364,1.0,0.000,0.368,1.000,0.423,0.625,1.000,0.000,0.288,0.314,0.235,0.000,0.385,0.333,0.25,0.357,0.667,0.529,0.52,0.000,0.5
1,183.0,3.0,0.000,0.250,0.000,0.364,1.0,0.250,0.500,0.333,0.423,0.625,0.400,1.000,0.000,0.000,0.235,0.176,0.000,0.000,0.000,0.357,0.667,1.000,0.52,1.000,0.5
1,183.0,4.0,0.500,0.600,0.250,0.000,1.0,0.286,0.308,0.235,0.400,0.625,0.429,0.250,0.222,0.400,0.333,0.500,0.200,0.200,0.000,0.000,0.667,0.333,0.667,1.000,0.500
1,183.0,5.0,0.000,0.250,0.667,0.750,1.0,1.000,0.375,0.250,0.000,0.625,0.333,0.167,1.000,0.500,0.235,0.000,1.000,0.400,1.000,1.000,0.667,1.000,0.000,0.4,0.5
1,183.0,6.0,0.000,0.000,0.000,0.364,1.0,0.333,0.500,0.600,1.000,0.625,0.000,0.000,0.500,0.000,0.235,0.000,0.000,0.000,0.500,0.357,0.667,0.529,0.52,0.500,0.500
1,183.0,0.0,0.333,1.000,0.000,0.000,1.000,0.000,0.175,0.000,0.333,0.333,0.4,1.000,0.000,0.364,1.000,0.231,1.000,0.000,0.000,0.500,0.333,0.000,0.500,0.000,0.75
1,183.0,1.0,0.500,1.000,0.500,0.700,0.750,0.600,0.059,0.412,0.333,0.333,0.500,0.154,0.533,0.143,0.500,0.286,0.462,0.500,0.263,0.250,0.000,0.667,0.563,0.167,0.667
1,183.0,2.0,0.333,0.5,0.4,0.000,0.667,0.500,0.500,0.000,0.000,0.000,0.4,0.000,0.000,0.195,0.75,0.000,1.000,0.296,0.185,0.364,0.333,0.5,0.591,0.111,0.75
1,183.0,3.0,0.333,0.667,0.000,0.000,0.667,0.000,0.429,0.800,0.000,0.333,0.500,1.000,0.500,0.000,0.75,0.000,0.000,0.296,0.185,0.364,0.333,0.5,0.000,0.111,0.75
1,183.0,4.0,0.250,0.000,0.600,0.000,0.667,0.200,0.200,0.727,0.400,0.000,0.500,0.100,0.429,1.000,0.75,0.500,0.500,0.000,0.000,1.000,0.500,0.500,1.000,0.000,0.75
1,183.0,5.0,0.000,0.250,0.4,0.500,0.000,0.600,0.000,0.333,0.400,1.000,0.200,1.000,0.333,0.000,1.000,0.231,0.333,0.000,0.000,0.000,0.333,0.5,0.591,0.000,1.000
1,183.0,6.0,1.000,0.250,0.4,0.5,0.667,0.000,0.000,0.000,0.333,0.333,0.000,0.214,0.406,0.000,1.000,0.231,0.000,1.000,0.185,0.364,0.333,0.5,0.591,0.111,0.75
1,183.0,0.0,0.429,0.333,0.208,0.000,0.5,0.500,0.500,0.500,0.500,0.000,0.389,0.250,0.000,0.500,0.000,0.389,0.333,1.000,0.000,0.4,0.75,0.333,0.375,0.333,0.5
1,183.0,1.0,1.000,0.571,0.250,0.500,0.500,0.667,0.100,0.400,0.167,0.750,0.227,0.292,0.417,0.217,0.545,0.500,0.727,0.350,0.389,0.375,0.500,0.333,0.333,0.600,0.400
1,183.0,2.0,1.000,0.333,0.208,0.455,0.5,0.000,0.000,0.000,0.000,0.571,0.389,0.000,1.000,0.000,0.438,0.500,1.000,0.500,0.333,0.000,0.75,0.333,0.375,0.333,0.5
1,183.0,3.0,0.000,0.250,0.000,0.455,0.5,0.600,0.417,0.000,0.000,1.000,0.600,0.000,0.667,0.308,0.000,0.389,0.333,0.000,0.333,0.4,0.75,0.333,0.375,0.333,0.5
1,183.0,4.0,0.333,0.125,0.400,0.333,0.5,0.400,0.500,0.500,0.167,0.000,0.833,0.188,0.222,0.250,1.000,0.167,0.750,0.000,0.500,1.000,1.000,0.333,0.500,0.000,1.000
1,183.0,5.0,0.500,0.500,0.250,0.500,0.5,0.833,0.333,0.000,0.000,0.571,0.500,0.667,0.385,0.667,0.000,1.000,0.000,0.500,0.333,0.4,1.000,0.333,0.375,0.333,0.5
1,183.0,6.0,0.000,0.250,0.000,1.000,0.5,1.000,0.200,0.500,0.500,0.571,0.000,0.333,0.385,0.667,0.438,0.000,0.000,0.000,0.333,0.4,0.75,0.333,0.375,0.333,0.5
1,183.0,0.0,0.353,0.118,0.346,0.5,0.5,0.536,0.373,0.32,0.500,0.5,0.333,0.500,0.333,0.000,0.444,0.500,0.185,0.357,0.000,0.000,1.0,0.6,0.389,0.273,0.636
1,183.0,1.0,0.600,0.667,0.750,0.667,0.500,0.636,0.316,0.333,0.231,0.333,0.375,0.222,0.286,0.241,0.429,0.400,0.235,0.355,0.286,0.600,1.000,0.556,0.400,0.125,0.778
1,183.0,2.0,0.353,0.118,0.346,0.5,0.5,1.000,0.500,0.32,0.381,0.5,0.333,0.000,0.000,0.25,0.444,0.3,0.000,0.357,0.29,0.444,1.0,0.6,0.000,0.273,0.636
1,183.0,3.0,0.000,0.000,0.200,0.500,0.5,0.500,0.500,0.455,0.333,0.5,0.667,0.667,0.400,0.000,0.444,0.000,0.000,0.500,0.29,1.000,1.0,0.6,0.000,1.000,0.636
1,183.0,4.0,0.429,0.000,0.333,0.000,0.5,0.364,0.500,0.214,0.500,0.5,0.125,0.333,0.500,1.000,0.500,0.000,0.333,0.500,1.000,0.444,1.000,1.000,1.000,0.500,0.636
1,183.0,5.0,0.353,0.000,0.333,0.5,0.5,0.667,0.333,0.333,1.000,1.000,0.500,0.667,0.500,0.000,0.444,0.3,0.000,0.000,0.29,0.444,1.0,0.6,0.389,0.273,0.636
1,183.0,6.0,0.353,0.000,0.250,0.5,0.5,0.536,0.333,0.400,1.000,0.5,0.333,1.000,0.333,0.25,0.444,0.3,0.000,0.357,0.29,0.444,1.0,0.6,0.389,0.273,0.000
1,183.0,0.0,0.5,1.000,0.333,0.421,1.000,0.481,0.000,0.250,0.750,0.000,1.000,0.31,0.39,1.000,1.000,0.364,1.000,0.000,1.000,0.000,0.5,0.4,0.769,0.333,1.000
1,183.0,1.0,1.000,0.750,0.667,0.667,0.750,0.700,0.409,0.545,0.429,0.000,0.429,0.318,0.300,0.333,0.429,0.333,0.348,0.368,0.529,0.500,0.500,0.286,0.750,0.364,1.000
